t,cycle,leg,target,volt,shoulder_pitch_q,shoulder_pitch_cmd,shoulder_pitch_out,shoulder_pitch_i,shoulder_pitch_cur,shoulder_pitch_qd,shoulder_pitch_temp,shoulder_yaw_q,shoulder_yaw_cmd,shoulder_yaw_out,shoulder_yaw_i,shoulder_yaw_cur,shoulder_yaw_qd,shoulder_yaw_temp,shoulder_roll_q,shoulder_roll_cmd,shoulder_roll_out,shoulder_roll_i,shoulder_roll_cur,shoulder_roll_qd,shoulder_roll_temp,elbow_flex_q,elbow_flex_cmd,elbow_flex_out,elbow_flex_i,elbow_flex_cur,elbow_flex_qd,elbow_flex_temp,wrist_roll_q,wrist_roll_cmd,wrist_roll_out,wrist_roll_i,wrist_roll_cur,wrist_roll_qd,wrist_roll_temp,wrist_yaw_q,wrist_yaw_cmd,wrist_yaw_out,wrist_yaw_i,wrist_yaw_cur,wrist_yaw_qd,wrist_yaw_temp,wrist_pitch_q,wrist_pitch_cmd,wrist_pitch_out,wrist_pitch_i,wrist_pitch_cur,wrist_pitch_qd,wrist_pitch_temp
-0.0396,0,approach,-90.0,12.2,5.528,5.4,5.4,8.0,0.0,-0.0,34.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,33.0,-99.716,-100.0,-100.0,16.0,1.0,-0.0,33.0,-65.467,-65.0,-65.0,-24.0,0.0,-0.0,46.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,33.0,-69.756,-70.244,-70.244,8.0,0.0,-0.0,34.0,-33.196,-33.196,-33.196,0.0,0.0,-0.0,34.0
0.0134,0,approach,-90.0,12.2,5.528,5.4,5.4,8.0,0.0,-0.0,34.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,33.0,-99.716,-90.0,-100.0,16.0,1.0,-0.0,33.0,-65.467,-65.0,-65.0,-24.0,0.0,-0.0,46.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,33.0,-69.756,-70.244,-70.244,8.0,0.0,-0.0,34.0,-33.196,-33.196,-33.196,0.0,0.0,-0.0,34.0
0.0666,0,approach,-90.0,12.2,5.528,5.4,5.4,8.0,0.0,-0.0,34.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,33.0,-99.716,-90.0,-99.786,16.0,1.0,-0.0,33.0,-65.467,-65.0,-65.0,-24.0,0.0,-0.0,46.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,33.0,-69.756,-70.244,-70.244,8.0,0.0,-0.0,34.0,-33.196,-33.196,-33.196,0.0,0.0,-0.0,34.0
0.1197,0,approach,-90.0,12.2,5.528,5.4,5.4,8.0,0.0,-0.0,34.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,33.0,-99.716,-90.0,-99.571,16.0,1.0,-0.0,33.0,-65.467,-65.0,-65.0,-24.0,0.0,-0.0,46.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,33.0,-69.756,-70.244,-70.244,8.0,0.0,-0.0,34.0,-33.196,-33.196,-33.196,0.0,0.0,-0.0,34.0
0.1729,0,approach,-90.0,12.2,5.528,5.4,5.4,8.0,0.0,-0.0,34.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,33.0,-99.573,-90.0,-99.357,16.0,1.0,1.61,33.0,-65.467,-65.0,-65.0,-24.0,0.0,-0.0,46.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,33.0,-69.756,-70.244,-70.244,8.0,0.0,-0.0,34.0,-33.196,-33.196,-33.196,0.0,0.0,-0.0,34.0
0.226,0,approach,-90.0,12.2,5.528,5.4,5.4,8.0,0.0,-0.0,35.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,33.0,-99.573,-90.0,-99.251,-8.0,0.0,1.127,33.0,-65.467,-65.0,-65.0,-24.0,1.0,-0.0,46.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,33.0,-69.756,-70.244,-70.244,8.0,0.0,-0.0,34.0,-33.196,-33.196,-33.196,0.0,0.0,-0.0,34.0
0.2788,0,approach,-90.0,12.2,5.528,5.4,5.4,8.0,0.0,-0.0,35.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,33.0,-99.431,-90.0,-98.911,-8.0,0.0,1.528,33.0,-65.467,-65.0,-65.0,-24.0,1.0,-0.0,46.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,33.0,-69.756,-70.244,-70.244,8.0,0.0,-0.0,34.0,-33.196,-33.196,-33.196,0.0,0.0,-0.0,34.0
0.3329,0,approach,-90.0,12.2,5.528,5.4,5.4,8.0,0.0,-0.0,35.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,33.0,-99.289,-90.0,-98.681,-8.0,0.0,2.344,33.0,-65.467,-65.0,-65.0,-24.0,1.0,-0.0,46.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,33.0,-69.756,-70.244,-70.244,8.0,0.0,-0.0,34.0,-33.196,-33.196,-33.196,0.0,0.0,-0.0,34.0
0.3865,0,approach,-90.0,12.2,5.528,5.4,5.4,8.0,0.0,-0.0,35.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,33.0,-99.004,-90.0,-98.56,-8.0,0.0,3.701,33.0,-65.467,-65.0,-65.0,-24.0,1.0,-0.0,46.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,33.0,-69.756,-70.244,-70.244,8.0,0.0,-0.0,34.0,-33.196,-33.196,-33.196,0.0,0.0,-0.0,34.0
0.4393,0,approach,-90.0,12.2,5.528,5.4,5.4,8.0,0.0,-0.0,35.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,33.0,-98.72,-90.0,-98.334,-8.0,0.0,3.813,33.0,-65.467,-65.0,-65.0,-24.0,1.0,-0.0,46.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,33.0,-69.756,-70.244,-70.244,8.0,0.0,-0.0,34.0,-33.196,-33.196,-33.196,0.0,0.0,-0.0,34.0
