t,cycle,leg,target,volt,shoulder_pitch_q,shoulder_pitch_cmd,shoulder_pitch_i,shoulder_pitch_qd,shoulder_pitch_temp,shoulder_yaw_q,shoulder_yaw_cmd,shoulder_yaw_i,shoulder_yaw_qd,shoulder_yaw_temp,shoulder_roll_q,shoulder_roll_cmd,shoulder_roll_i,shoulder_roll_qd,shoulder_roll_temp,elbow_flex_q,elbow_flex_cmd,elbow_flex_i,elbow_flex_qd,elbow_flex_temp,wrist_roll_q,wrist_roll_cmd,wrist_roll_i,wrist_roll_qd,wrist_roll_temp,wrist_yaw_q,wrist_yaw_cmd,wrist_yaw_i,wrist_yaw_qd,wrist_yaw_temp,wrist_pitch_q,wrist_pitch_cmd,wrist_pitch_i,wrist_pitch_qd,wrist_pitch_temp
-0.0312,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-82.533,-82.533,0.0,0.0,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,29.0
0.0209,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-82.533,-80.0,0.0,0.0,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,29.0
0.0744,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-82.533,-80.0,0.0,0.0,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,29.0
0.1278,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-82.4,-80.0,0.0,1.473,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,29.0
0.1818,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-82.133,-80.0,0.0,3.138,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,29.0
0.2351,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-81.733,-80.0,0.0,5.142,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,29.0
0.2884,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-81.6,-80.0,1.0,5.094,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
0.3414,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-81.067,-80.0,1.0,5.556,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
0.3944,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.8,-80.0,1.0,5.264,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
0.4474,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-80.0,1.0,5.103,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
0.5007,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-80.0,1.0,2.5,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
0.5532,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-80.0,1.0,1.225,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
0.6066,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-80.0,1.0,0.6,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
0.6596,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-80.0,1.0,0.294,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
0.7134,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-80.0,1.0,0.144,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
0.7667,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-80.0,1.0,0.071,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
0.8189,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-80.0,1.0,0.035,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
0.8723,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-80.0,2.0,0.024,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
0.9255,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-80.0,2.0,0.012,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
0.9785,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-80.0,2.0,0.006,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
1.0307,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-80.0,2.0,0.003,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
1.0829,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-80.0,2.0,0.001,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
1.1361,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-80.0,2.0,0.001,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
1.1892,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-80.0,2.0,0.0,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
1.2424,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-80.0,2.0,0.0,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
1.2953,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-80.0,2.0,0.0,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
1.3482,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-30.0,2.0,0.0,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
1.4012,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.533,-30.0,3.0,0.0,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
1.4541,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.267,-30.0,3.0,2.025,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
1.5071,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-80.133,-30.0,3.0,2.877,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
1.5607,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-79.733,-30.0,3.0,5.35,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
1.6144,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-79.467,-30.0,3.0,5.056,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
1.6674,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-79.067,-30.0,3.0,5.892,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
1.7213,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-78.667,-30.0,3.0,6.455,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
1.775,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-78.267,-30.0,3.0,6.755,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
1.8284,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-77.867,-30.0,3.0,7.331,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
1.8814,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-77.467,-30.0,3.0,7.139,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.237,41.237,0.0,0.0,30.0
1.9347,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-77.067,-30.0,3.0,7.527,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-2.305,30.0
1.9876,1,fwd,-30.0,12.1,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-76.8,-30.0,9.0,8.27,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,40.825,41.237,1.0,-3.934,30.0
2.0408,1,fwd,-30.0,12.1,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-76.267,-30.0,9.0,8.037,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-1.143,30.0
2.0928,1,fwd,-30.0,12.1,5.169,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-75.733,-30.0,9.0,9.026,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.56,30.0
2.1472,1,fwd,-30.0,12.1,5.258,5.169,0.0,1.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-75.333,-30.0,9.0,8.006,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.274,30.0
2.1998,1,fwd,-30.0,12.1,5.258,5.169,0.0,0.49,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-74.8,-30.0,9.0,8.996,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.134,30.0
2.2531,1,fwd,-30.0,12.1,5.258,5.169,0.0,0.24,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-74.4,-30.0,9.0,8.436,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.066,30.0
2.3063,1,fwd,-30.0,12.1,5.258,5.169,0.0,0.118,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-74.133,-30.0,9.0,6.691,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.032,30.0
2.3594,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.757,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-73.6,-30.0,9.0,8.35,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.016,30.0
2.4127,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.371,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-73.2,-30.0,9.0,8.077,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.008,30.0
2.4649,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.182,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-72.8,-30.0,9.0,8.012,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.004,30.0
2.5169,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.089,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-72.4,-30.0,9.0,7.965,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.002,30.0
2.5701,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.062,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,30.0,-71.867,-30.0,11.0,8.375,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.001,30.0
2.6229,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.031,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,30.0,-71.6,-30.0,11.0,6.641,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.001,30.0
2.676,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.015,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,30.0,-71.067,-30.0,11.0,8.303,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.0,30.0
2.7301,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.007,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,30.0,-70.8,-30.0,11.0,6.614,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.0,30.0
2.7832,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.004,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,30.0,-70.267,-30.0,11.0,8.235,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.0,30.0
2.8363,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.003,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,30.0,-70.133,-30.0,11.0,7.25,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.0,30.0
2.8888,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.001,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,30.0,-69.6,-30.0,11.0,8.331,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.0,30.0
2.9422,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.001,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,30.0,-69.067,-30.0,11.0,9.093,28.0,-90.311,-90.311,0.0,0.0,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.0,30.0
2.9956,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,30.0,-68.667,-30.0,11.0,8.496,28.0,-90.381,-90.311,0.0,-0.546,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.0,30.0
3.0492,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,30.0,-68.267,-30.0,11.0,8.191,28.0,-90.311,-90.311,0.0,0.509,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.0,30.0
3.1018,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,30.0,-68.0,-30.0,11.0,6.443,28.0,-90.311,-90.311,0.0,0.249,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,1.0,-0.0,30.0
3.1554,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-67.6,-30.0,14.0,6.606,28.0,-90.311,-90.311,0.0,0.174,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
3.2085,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-67.333,-30.0,14.0,5.349,28.0,-90.311,-90.311,0.0,0.086,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
3.2615,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-66.8,-30.0,14.0,7.703,28.0,-90.311,-90.311,0.0,0.042,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
3.3146,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-66.267,-30.0,14.0,8.86,28.0,-90.381,-90.311,0.0,-0.526,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
3.3668,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-65.733,-30.0,14.0,9.418,28.0,-90.381,-90.311,0.0,-0.258,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
3.4201,1,fwd,-30.0,12.1,5.438,5.169,0.0,0.695,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-65.333,-30.0,14.0,8.639,28.0,-90.311,-90.311,0.0,0.409,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
3.4732,1,fwd,-30.0,12.1,5.438,5.169,0.0,0.341,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-64.933,-30.0,14.0,8.242,28.0,-90.311,-90.311,0.0,0.2,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
3.5263,1,fwd,-30.0,12.1,5.438,5.169,0.0,0.167,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-64.533,-30.0,14.0,8.092,28.0,-90.311,-90.311,0.0,0.098,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
3.5794,1,fwd,-30.0,12.1,5.438,5.169,0.0,0.082,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-64.267,-30.0,14.0,6.505,28.0,-90.311,-90.311,0.0,0.048,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
3.6322,1,fwd,-30.0,12.1,5.438,5.169,0.0,0.04,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-63.867,-30.0,14.0,7.2,28.0,-90.381,-90.311,0.0,-0.517,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
3.6854,1,fwd,-30.0,12.1,5.438,5.169,0.0,0.028,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-63.6,-30.0,20.0,8.02,28.0,-90.381,-90.311,0.0,-0.362,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
3.7392,1,fwd,-30.0,12.1,5.438,5.169,0.0,0.014,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-62.933,-30.0,20.0,8.47,28.0,-90.311,-90.311,0.0,0.092,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
3.7919,1,fwd,-30.0,12.1,5.438,5.169,0.0,0.007,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-62.533,-30.0,20.0,7.741,28.0,-90.311,-90.311,0.0,0.045,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
3.8451,1,fwd,-30.0,12.1,5.438,5.169,0.0,0.003,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-62.133,-30.0,20.0,7.391,28.0,-90.311,-90.311,0.0,0.022,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
3.8985,1,fwd,-30.0,12.1,5.438,5.169,0.0,0.002,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-61.6,-30.0,20.0,8.633,28.0,-90.381,-90.311,0.0,-0.522,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
3.9517,1,fwd,-30.0,12.1,5.438,5.169,0.0,0.001,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-61.2,-30.0,20.0,7.825,28.0,-90.381,-90.311,0.0,-0.256,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
4.0038,1,fwd,-30.0,12.1,5.438,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-60.8,-30.0,20.0,7.891,28.0,-90.311,-90.311,0.0,0.654,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
4.0559,1,fwd,-30.0,12.1,5.438,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-60.4,-30.0,20.0,7.448,28.0,-90.311,-90.311,0.0,0.321,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
4.1079,1,fwd,-30.0,12.1,5.438,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-60.0,-30.0,20.0,7.693,28.0,-90.311,-90.311,0.0,0.157,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
4.161,1,fwd,-30.0,12.1,5.438,5.169,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-100.0,-100.0,0.0,0.0,29.0,-59.6,-30.0,20.0,7.377,28.0,-90.381,-90.311,0.0,-0.705,28.0,31.22,31.22,0.0,0.0,29.0,41.031,41.237,0.0,-0.0,30.0
