t,cycle,leg,target,volt,shoulder_pitch_q,shoulder_pitch_cmd,shoulder_pitch_out,shoulder_pitch_i,shoulder_pitch_cur,shoulder_pitch_qd,shoulder_pitch_temp,shoulder_yaw_q,shoulder_yaw_cmd,shoulder_yaw_out,shoulder_yaw_i,shoulder_yaw_cur,shoulder_yaw_qd,shoulder_yaw_temp,shoulder_roll_q,shoulder_roll_cmd,shoulder_roll_out,shoulder_roll_i,shoulder_roll_cur,shoulder_roll_qd,shoulder_roll_temp,elbow_flex_q,elbow_flex_cmd,elbow_flex_out,elbow_flex_i,elbow_flex_cur,elbow_flex_qd,elbow_flex_temp,wrist_roll_q,wrist_roll_cmd,wrist_roll_out,wrist_roll_i,wrist_roll_cur,wrist_roll_qd,wrist_roll_temp,wrist_yaw_q,wrist_yaw_cmd,wrist_yaw_out,wrist_yaw_i,wrist_yaw_cur,wrist_yaw_qd,wrist_yaw_temp,wrist_pitch_q,wrist_pitch_cmd,wrist_pitch_out,wrist_pitch_i,wrist_pitch_cur,wrist_pitch_qd,wrist_pitch_temp
-0.0351,0,approach,-90.0,12.0,5.169,5.1,5.1,0.0,0.0,0.0,33.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,-88.533,-88.0,-88.0,-32.0,2.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.093,23.299,23.299,-8.0,0.0,-0.0,31.0
0.0182,0,approach,-90.0,12.0,5.169,-90.0,5.1,0.0,0.0,0.0,33.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,-88.533,-88.0,-88.0,-32.0,2.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.093,23.299,23.299,-8.0,0.0,-0.0,31.0
0.0714,0,approach,-90.0,12.0,5.079,-90.0,4.875,0.0,0.0,-1.007,33.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,-88.533,-88.0,-88.0,-32.0,2.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.093,23.299,23.299,-8.0,0.0,-0.0,31.0
0.1247,0,approach,-90.0,12.0,4.989,-90.0,4.661,0.0,0.0,-1.504,33.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,-88.533,-88.0,-88.0,-32.0,2.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.093,23.299,23.299,-8.0,0.0,-0.0,31.0
0.1786,0,approach,-90.0,12.0,4.809,-90.0,4.448,0.0,0.0,-2.469,33.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,-88.533,-88.0,-88.0,-32.0,2.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.093,23.299,23.299,-8.0,0.0,-0.0,31.0
0.2315,0,approach,-90.0,12.0,4.539,-90.0,4.236,0.0,0.0,-3.942,33.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,-88.533,-88.0,-88.0,-32.0,2.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.093,23.299,23.299,-8.0,0.0,-0.0,31.0
0.2841,0,approach,-90.0,12.0,4.36,-90.0,4.018,0.0,0.0,-3.617,33.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,-88.533,-88.0,-88.0,-32.0,2.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.093,23.299,23.299,-8.0,0.0,-0.0,31.0
0.3374,0,approach,-90.0,12.0,4.18,-90.0,3.802,0.0,0.0,-3.479,33.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,-88.533,-88.0,-88.0,-32.0,2.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.093,23.299,23.299,-8.0,0.0,-0.0,31.0
0.3908,0,approach,-90.0,12.0,3.82,-90.0,3.589,0.0,0.0,-5.125,33.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,-88.533,-88.0,-88.0,-32.0,2.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.093,23.299,23.299,-8.0,0.0,-0.0,31.0
0.4433,0,approach,-90.0,12.0,3.73,-90.0,3.481,20.0,0.0,-4.598,33.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,-88.533,-88.0,-88.0,-32.0,2.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.093,23.299,23.299,-8.0,0.0,-0.0,31.0
