t,cycle,leg,target,volt,shoulder_pitch_q,shoulder_pitch_cmd,shoulder_pitch_i,shoulder_pitch_qd,shoulder_pitch_temp,shoulder_yaw_q,shoulder_yaw_cmd,shoulder_yaw_i,shoulder_yaw_qd,shoulder_yaw_temp,shoulder_roll_q,shoulder_roll_cmd,shoulder_roll_i,shoulder_roll_qd,shoulder_roll_temp,elbow_flex_q,elbow_flex_cmd,elbow_flex_i,elbow_flex_qd,elbow_flex_temp,wrist_roll_q,wrist_roll_cmd,wrist_roll_i,wrist_roll_qd,wrist_roll_temp,wrist_yaw_q,wrist_yaw_cmd,wrist_yaw_i,wrist_yaw_qd,wrist_yaw_temp,wrist_pitch_q,wrist_pitch_cmd,wrist_pitch_i,wrist_pitch_qd,wrist_pitch_temp
10.6546,1,rev,-80.0,12.2,5.528,5.169,24.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-48.933,-80.0,-16.0,-7.42,30.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
10.709,1,rev,-80.0,12.2,5.528,5.169,24.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-49.333,-80.0,-16.0,-7.218,30.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
10.7623,1,rev,-80.0,12.2,5.528,5.169,24.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-49.867,-80.0,-16.0,-8.643,30.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
10.8153,1,rev,-80.0,12.2,5.528,5.169,24.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-50.267,-80.0,-16.0,-8.26,30.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
10.869,1,rev,-80.0,12.1,5.528,5.169,24.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-50.4,-80.0,-8.0,-7.292,29.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
10.9223,1,rev,-80.0,12.1,5.528,5.169,24.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-51.067,-80.0,-8.0,-7.981,29.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
10.9751,1,rev,-80.0,12.1,5.528,5.169,24.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-51.6,-80.0,-8.0,-8.966,29.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.0284,1,rev,-80.0,12.1,5.528,5.169,24.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-51.867,-80.0,-8.0,-6.887,29.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.0807,1,rev,-80.0,12.1,5.438,5.169,24.0,-1.02,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-52.4,-80.0,-8.0,-8.493,29.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.1327,1,rev,-80.0,12.1,5.438,5.169,24.0,-0.5,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-52.8,-80.0,-8.0,-8.176,29.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.186,1,rev,-80.0,12.1,5.438,5.169,24.0,-0.245,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-53.2,-80.0,-8.0,-7.588,29.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.2389,1,rev,-80.0,12.1,5.438,5.169,24.0,-0.12,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-53.6,-80.0,-8.0,-7.321,29.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.2924,1,rev,-80.0,12.1,5.438,5.169,24.0,-0.059,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-54.133,-80.0,-8.0,-8.675,29.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.3456,1,rev,-80.0,12.1,5.438,5.169,24.0,-0.029,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-54.533,-80.0,-8.0,-8.256,29.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.399,1,rev,-80.0,12.1,5.438,5.169,24.0,-0.014,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-54.933,-80.0,-8.0,-8.046,29.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.4525,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.014,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-54.933,-80.0,-8.0,-8.046,30.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.5048,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.007,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-55.6,-80.0,-8.0,-8.235,30.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.5582,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.003,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-56.0,-80.0,-8.0,-8.027,30.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.6113,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.002,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-56.4,-80.0,-8.0,-7.325,30.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.6637,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.001,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-56.933,-80.0,-8.0,-8.659,30.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.7167,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-57.333,-80.0,-8.0,-7.797,30.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.7688,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-57.733,-80.0,-8.0,-7.435,30.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.8218,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-58.133,-80.0,-8.0,-7.251,30.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.875,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-58.667,-80.0,-8.0,-8.63,30.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.9281,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-59.067,-80.0,-8.0,-8.264,30.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
11.9815,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-59.467,-80.0,-8.0,-8.056,30.0,-90.381,-90.311,-8.0,-0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.0349,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-60.0,-80.0,-8.0,-8.286,29.0,-90.311,-90.311,-8.0,0.343,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.0885,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-60.267,-80.0,-8.0,-7.052,29.0,-90.311,-90.311,-8.0,0.168,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.1408,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-60.667,-80.0,-8.0,-7.032,29.0,-90.311,-90.311,-8.0,0.082,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.1946,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-61.2,-80.0,-8.0,-8.052,29.0,-90.381,-90.311,-8.0,-0.5,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.2481,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-61.6,-80.0,-8.0,-7.963,29.0,-90.381,-90.311,-8.0,-0.245,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.3014,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-62.133,-80.0,-8.0,-9.029,29.0,-90.381,-90.311,-8.0,-0.12,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.3546,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-62.533,-80.0,-8.0,-8.488,29.0,-90.311,-90.311,-8.0,0.723,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.4068,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-62.933,-80.0,-8.0,-8.193,29.0,-90.311,-90.311,-8.0,0.354,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.4601,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-63.333,-80.0,-8.0,-8.062,29.0,-90.311,-90.311,-8.0,0.174,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.513,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-63.733,-80.0,-8.0,-7.91,29.0,-90.381,-90.311,-8.0,-0.673,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.5663,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-63.867,-80.0,-8.0,-7.026,29.0,-90.381,-90.311,-8.0,-0.471,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.6196,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-64.4,-80.0,0.0,-7.554,30.0,-90.381,-90.311,-8.0,-0.33,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.6719,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-64.8,-80.0,0.0,-7.634,30.0,-90.381,-90.311,-8.0,-0.161,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.7247,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-65.2,-80.0,0.0,-7.341,30.0,-90.311,-90.311,-8.0,0.466,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.7767,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-65.733,-80.0,0.0,-8.7,30.0,-90.311,-90.311,-8.0,0.228,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.8298,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-66.133,-80.0,0.0,-8.318,30.0,-90.311,-90.311,-8.0,0.112,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.8818,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-66.533,-80.0,0.0,-7.683,30.0,-90.311,-90.311,-8.0,0.055,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.9348,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-66.933,-80.0,0.0,-7.375,30.0,-90.311,-90.311,-8.0,0.027,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
12.9881,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-67.467,-80.0,0.0,-8.638,30.0,-90.381,-90.311,-8.0,-0.746,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.0415,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-67.867,-80.0,0.0,-8.283,30.0,-90.381,-90.311,-8.0,-0.365,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.0938,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-68.267,-80.0,0.0,-8.07,30.0,-90.381,-90.311,-8.0,-0.179,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.147,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-68.533,-80.0,12.0,-8.669,29.0,-90.311,-90.311,0.0,0.658,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.2003,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-69.067,-80.0,12.0,-7.224,29.0,-90.311,-90.311,0.0,0.323,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.2534,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-69.6,-80.0,12.0,-8.534,29.0,-90.311,-90.311,0.0,0.158,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.3065,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-70.0,-80.0,12.0,-8.175,29.0,-90.311,-90.311,0.0,0.077,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.3595,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-70.4,-80.0,12.0,-8.014,29.0,-90.311,-90.311,0.0,0.038,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.4123,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-70.8,-80.0,12.0,-7.462,29.0,-90.311,-90.311,0.0,0.019,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.4655,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-71.333,-80.0,12.0,-8.75,29.0,-90.311,-90.311,0.0,0.009,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.5183,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-71.733,-80.0,12.0,-8.307,29.0,-90.311,-90.311,0.0,0.004,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.5714,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-71.867,-80.0,12.0,-7.297,29.0,-90.381,-90.311,0.0,-0.766,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.6238,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-72.4,-80.0,12.0,-8.398,29.0,-90.381,-90.311,0.0,-0.375,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.6772,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-72.8,-80.0,12.0,-8.038,29.0,-90.311,-90.311,0.0,0.576,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.7316,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-73.067,-80.0,-4.0,-8.274,30.0,-90.311,-90.311,0.0,0.403,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.7846,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-73.6,-80.0,-4.0,-7.028,30.0,-90.311,-90.311,0.0,0.198,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.8379,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-74.0,-80.0,-4.0,-7.043,30.0,-90.311,-90.311,0.0,0.097,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.8912,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-74.533,-80.0,-4.0,-8.088,30.0,-90.311,-90.311,0.0,0.047,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.9443,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-74.933,-80.0,-4.0,-7.571,30.0,-90.311,-90.311,0.0,0.023,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
13.9974,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-75.333,-80.0,-4.0,-7.293,30.0,-90.311,-90.311,0.0,0.011,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
14.0505,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-75.733,-80.0,-4.0,-7.172,30.0,-90.311,-90.311,0.0,0.006,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
14.1028,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-76.267,-80.0,-4.0,-8.503,30.0,-90.311,-90.311,0.0,0.003,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
14.1559,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-76.533,-80.0,-4.0,-6.71,30.0,-90.311,-90.311,0.0,0.001,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
14.2091,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-77.067,-80.0,-4.0,-8.37,30.0,-90.311,-90.311,0.0,0.001,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
14.262,1,rev,-80.0,12.1,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-77.467,-80.0,-4.0,-8.13,30.0,-90.311,-90.311,0.0,0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
14.3149,1,rev,-80.0,12.2,5.438,5.169,16.0,-0.0,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-77.867,-80.0,8.0,-7.684,30.0,-90.311,-90.311,0.0,0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
14.3681,1,rev,-80.0,12.2,5.348,5.169,16.0,-0.708,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-78.133,-80.0,8.0,-5.865,30.0,-90.311,-90.311,0.0,0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
14.4211,1,rev,-80.0,12.2,5.348,5.169,16.0,-0.347,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-78.8,-80.0,8.0,-9.034,30.0,-90.311,-90.311,0.0,0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
14.4743,1,rev,-80.0,12.2,5.348,5.169,16.0,-0.17,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-79.2,-80.0,8.0,-8.459,30.0,-90.311,-90.311,0.0,0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
14.5277,1,hold_start,-80.0,12.2,5.348,5.169,16.0,-0.083,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-79.6,-80.0,8.0,-8.171,30.0,-90.311,-90.311,0.0,0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
14.581,1,hold_start,-80.0,12.2,5.348,5.169,16.0,-0.058,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-79.867,-80.0,8.0,-8.68,30.0,-90.311,-90.311,0.0,0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
14.6343,1,hold_start,-80.0,12.2,5.348,5.169,16.0,-0.029,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-80.0,-80.0,8.0,-5.744,30.0,-90.311,-90.311,0.0,0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
14.6868,1,hold_start,-80.0,12.2,5.348,5.169,16.0,-0.014,30.0,-100.0,-100.0,-16.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,30.0,-80.0,-80.0,8.0,-2.815,30.0,-90.311,-90.311,0.0,0.0,29.0,31.22,31.22,0.0,0.0,29.0,40.825,41.031,-8.0,-0.0,30.0
