t,cycle,leg,target,volt,shoulder_pitch_q,shoulder_pitch_cmd,shoulder_pitch_i,shoulder_pitch_cur,shoulder_pitch_qd,shoulder_pitch_temp,shoulder_yaw_q,shoulder_yaw_cmd,shoulder_yaw_i,shoulder_yaw_cur,shoulder_yaw_qd,shoulder_yaw_temp,shoulder_roll_q,shoulder_roll_cmd,shoulder_roll_i,shoulder_roll_cur,shoulder_roll_qd,shoulder_roll_temp,elbow_flex_q,elbow_flex_cmd,elbow_flex_i,elbow_flex_cur,elbow_flex_qd,elbow_flex_temp,wrist_roll_q,wrist_roll_cmd,wrist_roll_i,wrist_roll_cur,wrist_roll_qd,wrist_roll_temp,wrist_yaw_q,wrist_yaw_cmd,wrist_yaw_i,wrist_yaw_cur,wrist_yaw_qd,wrist_yaw_temp,wrist_pitch_q,wrist_pitch_cmd,wrist_pitch_i,wrist_pitch_cur,wrist_pitch_qd,wrist_pitch_temp
0.5048,0,approach,-80.0,12.1,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,1.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-80.0,-80.0,0.0,0.0,0.0,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
0.5582,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-80.0,-80.0,0.0,0.0,0.0,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
0.6116,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-80.0,-80.0,0.0,0.0,0.0,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
0.6648,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-80.0,-80.0,0.0,0.0,0.0,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
0.7184,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-80.0,-80.0,0.0,0.0,0.0,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
0.772,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-80.0,-80.0,0.0,0.0,0.0,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
0.8247,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-80.0,-80.0,0.0,0.0,0.0,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
0.8789,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-80.0,-80.0,0.0,0.0,0.0,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
0.9318,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-80.0,-80.0,0.0,0.0,0.0,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
0.9849,0,approach,-80.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-80.0,-80.0,0.0,0.0,0.0,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.0374,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-80.0,-30.0,0.0,0.0,0.0,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.0909,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-80.0,-30.0,-8.0,0.0,0.0,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.1439,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-79.733,-30.0,-8.0,0.0,1.969,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.1962,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-79.333,-30.0,-8.0,0.0,5.027,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.2494,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-79.067,-30.0,-8.0,0.0,5.02,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.3029,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-78.667,-30.0,-8.0,0.0,6.007,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.3561,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-78.267,-30.0,-8.0,0.0,6.501,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.4083,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-77.867,-30.0,-8.0,0.0,7.236,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.4612,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-77.6,-30.0,-8.0,0.0,6.104,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.5142,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-77.333,-30.0,-8.0,0.0,5.489,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.5673,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-76.933,-30.0,-8.0,0.0,6.279,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.6205,1,fwd,-30.0,12.2,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-76.667,-30.0,-8.0,0.0,5.633,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.6738,1,fwd,-30.0,12.1,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-76.667,-30.0,-64.0,6.0,5.633,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.7263,1,fwd,-30.0,12.1,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-76.133,-30.0,-64.0,6.0,5.588,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.7798,1,fwd,-30.0,12.1,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-75.733,-30.0,-64.0,6.0,6.747,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.8326,1,fwd,-30.0,12.1,5.169,5.169,0.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-75.333,-30.0,-64.0,6.0,6.67,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.887,1,fwd,-30.0,12.1,5.258,5.169,0.0,0.0,0.693,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-74.933,-30.0,-64.0,6.0,6.834,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.9399,1,fwd,-30.0,12.1,5.258,5.169,0.0,0.0,0.34,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-74.533,-30.0,-64.0,6.0,6.961,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
1.9928,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.0,0.876,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-74.133,-30.0,-64.0,6.0,7.011,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
2.0458,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.0,0.429,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-73.6,-30.0,-64.0,6.0,8.557,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
2.0988,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.0,0.21,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-73.333,-30.0,-64.0,6.0,6.747,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
2.1519,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.0,0.103,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-72.8,-30.0,-64.0,6.0,8.375,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
2.2044,1,fwd,-30.0,12.1,5.348,5.169,0.0,0.0,0.05,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-72.4,-30.0,-64.0,6.0,8.09,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
2.258,1,fwd,-30.0,12.1,5.348,5.169,8.0,0.0,0.035,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-72.0,-30.0,-88.0,16.0,7.692,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
2.3102,1,fwd,-30.0,12.1,5.348,5.169,8.0,0.0,0.017,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-71.6,-30.0,-88.0,16.0,7.773,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
2.3635,1,fwd,-30.0,12.1,5.348,5.169,8.0,0.0,0.008,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-71.2,-30.0,-88.0,16.0,7.838,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
2.417,1,fwd,-30.0,12.1,5.348,5.169,8.0,0.0,0.004,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-70.8,-30.0,-88.0,16.0,7.856,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
2.47,1,fwd,-30.0,12.1,5.348,5.169,8.0,0.0,0.002,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-70.4,-30.0,-88.0,16.0,7.44,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
2.5231,1,fwd,-30.0,12.1,5.348,5.169,8.0,0.0,0.001,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-69.867,-30.0,-88.0,16.0,8.78,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
2.576,1,fwd,-30.0,12.1,5.348,5.169,8.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-69.467,-30.0,-88.0,16.0,8.342,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
2.6292,1,fwd,-30.0,12.1,5.348,5.169,8.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-68.933,-30.0,-88.0,16.0,9.103,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
2.6814,1,fwd,-30.0,12.1,5.348,5.169,8.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-68.667,-30.0,-88.0,16.0,6.984,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
2.7347,1,fwd,-30.0,12.1,5.348,5.169,8.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-68.267,-30.0,-88.0,16.0,7.026,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
2.7879,1,fwd,-30.0,12.1,5.348,5.169,8.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-68.0,-30.0,-88.0,16.0,7.925,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
2.8411,1,fwd,-30.0,12.1,5.348,5.169,8.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-67.6,-30.0,-96.0,18.0,7.555,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
2.895,1,fwd,-30.0,12.1,5.348,5.169,8.0,0.0,0.0,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-67.333,-30.0,-96.0,18.0,6.11,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
2.9485,1,fwd,-30.0,12.1,5.438,5.169,8.0,0.0,0.652,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-66.8,-30.0,-96.0,18.0,8.456,30.0,-90.311,-90.311,0.0,0.0,0.0,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.825,40.825,0.0,0.0,0.0,31.0
3.0017,1,fwd,-30.0,12.1,5.438,5.169,8.0,0.0,0.319,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-66.4,-30.0,-96.0,18.0,8.222,30.0,-90.381,-90.311,0.0,0.0,-0.543,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.619,40.825,0.0,0.0,-2.345,31.0
3.0548,1,fwd,-30.0,12.1,5.438,5.169,8.0,0.0,0.157,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-65.867,-30.0,-96.0,18.0,9.115,30.0,-90.381,-90.311,0.0,0.0,-0.266,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.619,40.825,0.0,0.0,-1.149,31.0
3.1084,1,fwd,-30.0,12.1,5.438,5.169,8.0,0.0,0.077,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-65.467,-30.0,-96.0,18.0,8.47,30.0,-90.311,-90.311,0.0,0.0,0.411,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.619,40.825,0.0,0.0,-0.563,31.0
3.1617,1,fwd,-30.0,12.1,5.438,5.169,8.0,0.0,0.038,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-65.067,-30.0,-96.0,18.0,7.716,30.0,-90.311,-90.311,0.0,0.0,0.202,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.619,40.825,0.0,0.0,-0.276,31.0
3.2148,1,fwd,-30.0,12.1,5.438,5.169,8.0,0.0,0.018,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-64.667,-30.0,-96.0,18.0,7.384,30.0,-90.311,-90.311,0.0,0.0,0.099,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.619,40.825,0.0,0.0,-0.135,31.0
3.2678,1,fwd,-30.0,12.1,5.438,5.169,8.0,0.0,0.009,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-64.267,-30.0,-96.0,18.0,7.685,30.0,-90.311,-90.311,0.0,0.0,0.048,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.619,40.825,0.0,0.0,-0.066,31.0
3.3211,1,fwd,-30.0,12.1,5.438,5.169,8.0,0.0,0.004,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-64.0,-30.0,-96.0,18.0,6.301,30.0,-90.311,-90.311,0.0,0.0,0.024,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.619,40.825,0.0,0.0,-0.032,31.0
3.3744,1,fwd,-30.0,12.1,5.438,5.169,16.0,0.0,0.003,30.0,-100.0,-100.0,-16.0,0.0,0.0,30.0,-100.0,-100.0,-8.0,0.0,0.0,30.0,-63.733,-30.0,-108.0,23.0,7.395,30.0,-90.381,-90.311,-8.0,0.0,-0.758,30.0,31.22,31.22,0.0,0.0,0.0,30.0,40.619,40.825,-8.0,0.0,-0.023,31.0
