t,cycle,leg,target,volt,shoulder_pitch_q,shoulder_pitch_cmd,shoulder_pitch_out,shoulder_pitch_i,shoulder_pitch_cur,shoulder_pitch_qd,shoulder_pitch_temp,shoulder_yaw_q,shoulder_yaw_cmd,shoulder_yaw_out,shoulder_yaw_i,shoulder_yaw_cur,shoulder_yaw_qd,shoulder_yaw_temp,shoulder_roll_q,shoulder_roll_cmd,shoulder_roll_out,shoulder_roll_i,shoulder_roll_cur,shoulder_roll_qd,shoulder_roll_temp,elbow_flex_q,elbow_flex_cmd,elbow_flex_out,elbow_flex_i,elbow_flex_cur,elbow_flex_qd,elbow_flex_temp,wrist_roll_q,wrist_roll_cmd,wrist_roll_out,wrist_roll_i,wrist_roll_cur,wrist_roll_qd,wrist_roll_temp,wrist_yaw_q,wrist_yaw_cmd,wrist_yaw_out,wrist_yaw_i,wrist_yaw_cur,wrist_yaw_qd,wrist_yaw_temp,wrist_pitch_q,wrist_pitch_cmd,wrist_pitch_out,wrist_pitch_i,wrist_pitch_cur,wrist_pitch_qd,wrist_pitch_temp
-0.0224,0,approach,-69.9,11.9,5.169,5.1,5.1,0.0,0.0,0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,-88.267,-88.0,-88.0,-16.0,0.0,-0.0,30.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.093,23.299,23.299,0.0,0.0,-0.065,31.0
0.0309,0,approach,-69.9,11.9,5.169,-69.9,4.981,0.0,0.0,0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,-88.267,-88.0,-88.0,-16.0,0.0,-0.0,30.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.093,23.299,23.299,0.0,0.0,-0.032,31.0
0.0833,0,approach,-69.9,11.9,5.169,-69.9,4.754,12.0,0.0,0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,-88.267,-88.0,-88.0,-16.0,1.0,-0.0,30.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,29.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.093,23.299,23.299,-8.0,0.0,-0.032,31.0
0.1363,0,approach,-69.9,11.9,5.079,-69.9,4.633,12.0,0.0,-0.311,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,-88.267,-88.0,-88.0,-16.0,1.0,-0.0,30.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,29.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.093,23.299,23.299,-8.0,0.0,-0.016,31.0
0.189,0,approach,-69.9,11.9,4.899,-69.9,4.408,12.0,0.0,-1.797,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,-88.267,-88.0,-88.0,-16.0,1.0,-0.0,30.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,29.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.093,23.299,23.299,-8.0,0.0,-0.008,31.0
0.2411,0,approach,-69.9,11.9,4.539,-69.9,4.194,12.0,0.0,-4.005,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,-88.267,-88.0,-88.0,-16.0,1.0,-0.0,30.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,29.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.093,23.299,23.299,-8.0,0.0,-0.004,31.0
0.2949,0,approach,-69.9,11.9,4.36,-69.9,3.975,12.0,0.0,-3.945,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,-88.267,-88.0,-88.0,-16.0,1.0,-0.0,30.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,29.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.299,23.299,23.299,-8.0,0.0,1.578,31.0
0.3485,0,approach,-69.9,11.9,4.09,-69.9,3.761,12.0,0.0,-4.665,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,-88.267,-88.0,-88.0,-16.0,1.0,-0.0,30.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,29.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.299,23.299,23.299,-8.0,0.0,0.773,31.0
0.4013,0,approach,-69.9,11.9,3.73,-69.9,3.548,12.0,0.0,-5.416,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,-88.267,-88.0,-88.0,-16.0,1.0,-0.0,30.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,29.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.299,23.299,23.299,-8.0,0.0,0.379,31.0
0.454,0,approach,-69.9,11.9,3.64,-69.9,3.334,12.0,0.0,-3.657,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,30.0,-88.267,-88.0,-88.0,-16.0,1.0,-0.0,30.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,29.0,9.756,9.756,9.756,0.0,0.0,0.0,30.0,23.093,23.299,23.299,-8.0,0.0,-1.44,31.0
