t,cycle,leg,target,volt,shoulder_pitch_q,shoulder_pitch_cmd,shoulder_pitch_out,shoulder_pitch_i,shoulder_pitch_cur,shoulder_pitch_qd,shoulder_pitch_temp,shoulder_yaw_q,shoulder_yaw_cmd,shoulder_yaw_out,shoulder_yaw_i,shoulder_yaw_cur,shoulder_yaw_qd,shoulder_yaw_temp,shoulder_roll_q,shoulder_roll_cmd,shoulder_roll_out,shoulder_roll_i,shoulder_roll_cur,shoulder_roll_qd,shoulder_roll_temp,elbow_flex_q,elbow_flex_cmd,elbow_flex_out,elbow_flex_i,elbow_flex_cur,elbow_flex_qd,elbow_flex_temp,wrist_roll_q,wrist_roll_cmd,wrist_roll_out,wrist_roll_i,wrist_roll_cur,wrist_roll_qd,wrist_roll_temp,wrist_yaw_q,wrist_yaw_cmd,wrist_yaw_out,wrist_yaw_i,wrist_yaw_cur,wrist_yaw_qd,wrist_yaw_temp,wrist_pitch_q,wrist_pitch_cmd,wrist_pitch_out,wrist_pitch_i,wrist_pitch_cur,wrist_pitch_qd,wrist_pitch_temp
-0.0418,0,approach,-9.6,11.9,5.438,5.1,5.1,24.0,0.0,0.0,36.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-1.467,0.0,0.0,-88.0,14.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,10.244,9.756,9.756,8.0,0.0,-0.0,31.0,23.093,23.299,23.299,-8.0,0.0,0.0,31.0
0.0121,0,approach,-9.6,11.9,5.438,-9.6,5.1,24.0,0.0,0.0,36.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-1.467,0.0,0.0,-88.0,14.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,10.244,9.756,9.756,8.0,0.0,-0.0,31.0,23.093,23.299,23.299,-8.0,0.0,0.0,31.0
0.0644,0,approach,-9.6,11.9,5.438,-9.6,4.84,24.0,0.0,0.0,36.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-1.467,0.0,0.0,-88.0,12.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,10.244,9.756,9.756,8.0,0.0,-0.0,31.0,23.093,23.299,23.299,-8.0,0.0,0.0,31.0
0.1177,0,approach,-9.6,11.9,5.348,-9.6,4.626,24.0,0.0,-0.986,36.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-1.467,0.0,0.0,-88.0,12.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,10.244,9.756,9.756,8.0,0.0,-0.0,31.0,23.093,23.299,23.299,-8.0,0.0,0.0,31.0
0.1722,0,approach,-9.6,11.9,4.989,-9.6,4.41,24.0,0.0,-3.904,36.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-1.467,0.0,0.0,-88.0,12.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,10.244,9.756,9.756,8.0,0.0,-0.0,31.0,23.093,23.299,23.299,-8.0,0.0,0.0,31.0
0.2255,0,approach,-9.6,11.9,4.809,-9.6,4.196,24.0,0.0,-3.622,36.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-1.467,0.0,0.0,-88.0,12.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,10.244,9.756,9.756,8.0,0.0,-0.0,31.0,23.093,23.299,23.299,-8.0,0.0,0.0,31.0
0.2789,0,approach,-9.6,11.9,4.629,-9.6,3.981,24.0,0.0,-3.49,36.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-1.467,0.0,0.0,-88.0,12.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,10.244,9.756,9.756,8.0,0.0,-0.0,31.0,23.093,23.299,23.299,-8.0,0.0,0.0,31.0
0.3313,0,approach,-9.6,11.9,4.27,-9.6,3.766,24.0,0.0,-5.103,36.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-1.467,0.0,0.0,-88.0,12.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,10.244,9.756,9.756,8.0,0.0,-0.0,31.0,23.093,23.299,23.299,-8.0,0.0,0.0,31.0
0.3845,0,approach,-9.6,11.9,4.18,-9.6,3.55,24.0,0.0,-4.58,36.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-1.467,0.0,0.0,-88.0,12.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,10.244,9.756,9.756,8.0,0.0,-0.0,31.0,23.093,23.299,23.299,-8.0,0.0,0.0,31.0
0.4373,0,approach,-9.6,11.9,4.09,-9.6,3.321,24.0,0.0,-2.869,36.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-1.467,0.0,0.0,-88.0,12.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,10.244,9.756,9.756,8.0,0.0,-0.0,31.0,23.093,23.299,23.299,-8.0,0.0,0.0,31.0
0.4908,0,approach,-9.6,11.9,3.91,-9.6,3.101,24.0,0.0,-3.078,36.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-1.467,0.0,0.0,-88.0,12.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,10.244,9.756,9.756,8.0,0.0,-0.0,31.0,23.093,23.299,23.299,-8.0,0.0,0.0,31.0
0.5441,0,approach,-9.6,11.9,3.64,-9.6,2.984,24.0,0.0,-3.811,36.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-1.467,0.0,0.0,-88.0,12.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,10.244,9.756,9.756,8.0,0.0,-0.0,31.0,23.093,23.299,23.299,-8.0,0.0,0.0,31.0
0.5962,0,approach,-9.6,11.9,3.371,-9.6,2.769,24.0,0.0,-4.273,36.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-1.467,0.0,0.0,-88.0,12.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,10.244,9.756,9.756,8.0,0.0,-0.0,31.0,23.093,23.299,23.299,-8.0,0.0,0.0,31.0
0.6484,0,approach,-9.6,11.9,3.281,-9.6,2.534,44.0,2.0,-3.448,36.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-1.467,0.0,0.0,-88.0,13.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,10.244,9.756,9.756,8.0,0.0,-0.0,31.0,23.093,23.299,23.299,-8.0,0.0,0.0,31.0
0.7009,0,approach,-9.6,11.9,3.101,-9.6,2.319,44.0,2.0,-3.667,36.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-1.467,0.0,0.0,-88.0,13.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,10.244,9.756,9.756,8.0,0.0,-0.0,31.0,23.093,23.299,23.299,-8.0,0.0,0.0,31.0
0.7532,0,approach,-9.6,11.9,2.742,-9.6,2.104,44.0,2.0,-5.226,36.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,31.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,31.0,-1.467,0.0,0.0,-88.0,13.0,-0.0,31.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,30.0,10.244,9.756,9.756,8.0,0.0,-0.0,31.0,23.093,23.299,23.299,-8.0,0.0,0.0,31.0
