t,cycle,leg,target,volt,shoulder_pitch_q,shoulder_pitch_cmd,shoulder_pitch_out,shoulder_pitch_i,shoulder_pitch_cur,shoulder_pitch_qd,shoulder_pitch_temp,shoulder_yaw_q,shoulder_yaw_cmd,shoulder_yaw_out,shoulder_yaw_i,shoulder_yaw_cur,shoulder_yaw_qd,shoulder_yaw_temp,shoulder_roll_q,shoulder_roll_cmd,shoulder_roll_out,shoulder_roll_i,shoulder_roll_cur,shoulder_roll_qd,shoulder_roll_temp,elbow_flex_q,elbow_flex_cmd,elbow_flex_out,elbow_flex_i,elbow_flex_cur,elbow_flex_qd,elbow_flex_temp,wrist_roll_q,wrist_roll_cmd,wrist_roll_out,wrist_roll_i,wrist_roll_cur,wrist_roll_qd,wrist_roll_temp,wrist_yaw_q,wrist_yaw_cmd,wrist_yaw_out,wrist_yaw_i,wrist_yaw_cur,wrist_yaw_qd,wrist_yaw_temp,wrist_pitch_q,wrist_pitch_cmd,wrist_pitch_out,wrist_pitch_i,wrist_pitch_cur,wrist_pitch_qd,wrist_pitch_temp
-0.0188,0,approach,-69.6,12.0,5.169,5.4,5.4,-8.0,0.0,-0.0,33.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,32.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-93.467,-93.2,-93.2,-16.0,0.0,-0.0,33.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,32.0,-70.244,-70.244,-70.244,0.0,0.0,-0.0,36.0,-32.99,-33.196,-33.196,8.0,0.0,0.0,35.0
0.0351,0,approach,-69.6,12.0,5.169,-69.6,5.172,-8.0,0.0,-0.0,33.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,32.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-93.467,-93.2,-93.2,-16.0,0.0,-0.0,33.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,32.0,-70.244,-70.244,-70.244,0.0,0.0,-0.0,36.0,-32.99,-33.196,-33.196,8.0,0.0,0.0,35.0
0.0876,0,approach,-69.6,12.0,5.169,-69.6,5.052,-8.0,0.0,-0.0,33.0,-100.0,-100.0,-100.0,-8.0,0.0,-0.0,32.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-93.467,-93.2,-93.2,-16.0,0.0,-0.0,33.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,32.0,-70.244,-70.244,-70.244,0.0,0.0,-0.0,36.0,-32.99,-33.196,-33.196,8.0,0.0,0.0,35.0
0.1408,0,approach,-69.6,12.0,5.169,-69.6,4.815,0.0,0.0,-0.0,33.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-93.467,-93.2,-93.2,-16.0,0.0,-0.0,33.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,32.0,-70.244,-70.244,-70.244,0.0,0.0,-0.0,36.0,-32.99,-33.196,-33.196,8.0,0.0,0.0,35.0
0.1939,0,approach,-69.6,12.0,5.079,-69.6,4.603,0.0,0.0,-0.712,33.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-93.467,-93.2,-93.2,-16.0,0.0,-0.0,33.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,32.0,-70.244,-70.244,-70.244,0.0,0.0,-0.0,36.0,-32.99,-33.196,-33.196,8.0,0.0,0.0,35.0
0.2472,0,approach,-69.6,12.0,4.899,-69.6,4.388,0.0,0.0,-2.064,33.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-93.467,-93.2,-93.2,-16.0,0.0,-0.0,33.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,32.0,-70.244,-70.244,-70.244,0.0,0.0,-0.0,36.0,-32.99,-33.196,-33.196,8.0,0.0,0.0,35.0
0.3005,0,approach,-69.6,12.0,4.629,-69.6,4.174,0.0,0.0,-3.413,33.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-93.467,-93.2,-93.2,-16.0,0.0,-0.0,33.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,32.0,-70.244,-70.244,-70.244,0.0,0.0,-0.0,36.0,-32.99,-33.196,-33.196,8.0,0.0,0.0,35.0
0.3539,0,approach,-69.6,12.0,4.449,-69.6,3.957,0.0,0.0,-3.362,33.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-93.467,-93.2,-93.2,-16.0,0.0,-0.0,33.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,32.0,-70.244,-70.244,-70.244,0.0,0.0,-0.0,36.0,-32.99,-33.196,-33.196,8.0,0.0,0.0,35.0
0.4064,0,approach,-69.6,12.0,4.0,-69.6,3.74,0.0,0.0,-6.052,33.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-93.467,-93.2,-93.2,-16.0,0.0,-0.0,33.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,32.0,-70.244,-70.244,-70.244,0.0,0.0,-0.0,36.0,-32.99,-33.196,-33.196,8.0,0.0,0.0,35.0
0.4584,0,approach,-69.6,12.0,3.73,-69.6,3.526,0.0,0.0,-5.381,33.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-93.467,-93.2,-93.2,-16.0,0.0,-0.0,33.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,32.0,-70.244,-70.244,-70.244,0.0,0.0,-0.0,36.0,-32.99,-33.196,-33.196,8.0,0.0,0.0,35.0
0.5117,0,approach,-69.6,12.0,3.64,-69.6,3.309,0.0,0.0,-3.613,33.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-100.0,-100.0,-100.0,0.0,0.0,-0.0,32.0,-93.467,-93.2,-93.2,-16.0,0.0,-0.0,33.0,-95.017,-95.017,-95.017,0.0,0.0,-0.0,32.0,-70.244,-70.244,-70.244,0.0,0.0,-0.0,36.0,-32.99,-33.196,-33.196,8.0,0.0,0.0,35.0
